pin,pin10,year,class,triad_name,triad_code,township_name,township_code,nbhd_code,tax_code,zip_code,lon,lat,x_3435,y_3435,census_block_group_geoid,census_block_geoid,census_congressional_district_geoid,census_congressional_district_num,census_county_subdivision_geoid,census_place_geoid,census_puma_geoid,census_school_district_elementary_geoid,census_school_district_secondary_geoid,census_school_district_unified_geoid,census_state_representative_geoid,census_state_representative_num,census_state_senate_geoid,census_state_senate_num,census_tract_geoid,census_zcta_geoid,census_data_year,census_acs5_congressional_district_geoid,census_acs5_congressional_district_num,census_acs5_county_subdivision_geoid,census_acs5_place_geoid,census_acs5_puma_geoid,census_acs5_school_district_elementary_geoid,census_acs5_school_district_secondary_geoid,census_acs5_school_district_unified_geoid,census_acs5_state_representative_geoid,census_acs5_state_representative_num,census_acs5_state_senate_geoid,census_acs5_state_senate_num,census_acs5_tract_geoid,census_acs5_data_year,cook_board_of_review_district_num,cook_board_of_review_district_data_year,cook_commissioner_district_num,cook_commissioner_district_data_year,cook_judicial_district_num,cook_judicial_district_data_year,ward_num,ward_chicago_data_year,ward_evanston_data_year,chicago_community_area_num,chicago_community_area_name,chicago_community_area_data_year,chicago_industrial_corridor_num,chicago_industrial_corridor_name,chicago_industrial_corridor_data_year,chicago_police_district_num,chicago_police_district_data_year,econ_coordinated_care_area_num,econ_coordinated_care_area_data_year,econ_enterprise_zone_num,econ_enterprise_zone_data_year,econ_industrial_growth_zone_num,econ_industrial_growth_zone_data_year,econ_qualified_opportunity_zone_num,econ_qualified_opportunity_zone_data_year,econ_central_business_district_num,econ_central_business_district_data_year,env_flood_fema_sfha,env_flood_fema_data_year,env_flood_fs_factor,env_flood_fs_risk_direction,env_flood_fs_data_year,env_ohare_noise_contour_no_buffer_bool,env_ohare_noise_contour_half_mile_buffer_bool,env_ohare_noise_contour_data_year,env_airport_noise_dnl,env_airport_noise_data_year,school_elementary_district_geoid,school_elementary_district_name,school_secondary_district_geoid,school_secondary_district_name,school_unified_district_geoid,school_unified_district_name,school_school_year,school_data_year,tax_municipality_num,tax_municipality_name,tax_school_elementary_district_num,tax_school_elementary_district_name,tax_school_secondary_district_num,tax_school_secondary_district_name,tax_school_unified_district_num,tax_school_unified_district_name,tax_community_college_district_num,tax_community_college_district_name,tax_fire_protection_district_num,tax_fire_protection_district_name,tax_library_district_num,tax_library_district_name,tax_park_district_num,tax_park_district_name,tax_sanitation_district_num,tax_sanitation_district_name,tax_special_service_area_num,tax_special_service_area_name,tax_tif_district_num,tax_tif_district_name,tax_data_year,access_cmap_walk_id,access_cmap_walk_nta_score,access_cmap_walk_total_score,access_cmap_walk_data_year,misc_subdivision_id,misc_subdivision_data_year,row_id
20321070380000,2032107038,2025,592,City,1,Lake,72,72221,72225,60620.0,-87.6545370889,41.7502584679,1169475.6475354028,1852315.8252839148,170317107002,170317107002000,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710700,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710700,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,53.2432250977,omp,609864,CPS ELEMENTARY - COOK,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,749,91.0,100.0,2017,2032D_B,2024.0,203210703800002025
20322000050000,2032200005,2025,517,City,1,Lake,72,72221,72225,60620.0,-87.6529191025,41.750253027,1169917.1715452634,1852317.3300079913,170317108005,170317108005011,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,53.0185775757,omp,609864,CPS ELEMENTARY - COOK,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032A_C,2024.0,203220000500002025
20322000060000,2032200006,2025,100,City,1,Lake,72,72221,72225,60620.0,-87.6527350798,41.75025883,1169967.3700530936,1852319.8417253369,170317108005,170317108005011,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,53.0185775757,omp,609864,CPS ELEMENTARY - COOK,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032A_C,2024.0,203220000600002025
20322020030000,2032202003,2025,212,City,1,Lake,72,72221,72225,60620.0,-87.6509633422,41.7502842395,1170450.7598749995,1852332.93,170317108005,170317108005009,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.8111457825,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032A_A,2024.0,203220200300002025
20322020040000,2032202004,2025,390,City,1,Lake,72,72221,72225,60620.0,-87.6507794952,41.7502868156,1170500.919678609,1852334.2665989487,170317108005,170317108005009,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.8111457825,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032A_A,2024.0,203220200400002025
20322020050000,2032202005,2025,390,City,1,Lake,72,72221,72225,60620.0,-87.6504304007,41.7502917112,1170596.164722097,1852336.8063988416,170317108005,170317108005009,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.7718505859,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032A_A,2024.0,203220200500002025
20322030010000,2032203001,2025,212,City,1,Lake,72,72221,72225,60620.0,-87.6499313241,41.7502987155,1170732.3300000003,1852340.44,170317108004,170317108004007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.6955337524,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032A_A,2024.0,203220300100002025
20322060010000,2032206001,2025,590,City,1,Lake,72,72222,72225,,-87.646263753,41.7503669653,1171732.9200570807,1852373.2800018515,170317108001,170317108001007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,7.0,1.0,2019.0,False,False,2020,52.3980674744,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032B_A,2024.0,203220600100002025
20322060020000,2032206002,2025,590,City,1,Lake,72,72222,72225,,-87.6461450731,41.7503686158,1171765.300004522,1852374.1400653697,170317108001,170317108001007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,7.0,1.0,2019.0,False,False,2020,52.3980674744,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032B_A,2024.0,203220600200002025
20322060030000,2032206003,2025,590,City,1,Lake,72,72222,72225,,-87.6460538825,41.7503698818,1171790.1799391564,1852374.8001595268,170317108001,170317108001007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,7.0,1.0,2019.0,False,False,2020,52.3980674744,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032B_A,2024.0,203220600300002025
20322060040000,2032206004,2025,590,City,1,Lake,72,72222,72225,,-87.6459626914,41.7503711475,1171815.0599909562,1852375.4601192684,170317108001,170317108001007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,7.0,1.0,2019.0,False,False,2020,52.3695716858,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032B_A,2024.0,203220600400002025
20322060050000,2032206005,2025,591,City,1,Lake,72,72222,72225,60620.0,-87.6457347142,41.7503743114,1171877.2600175273,1852377.1100932448,170317108001,170317108001007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,7.0,1.0,2019.0,False,False,2020,52.3695716858,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032B_A,2024.0,203220600500002025
20322060060000,2032206006,2025,590,City,1,Lake,72,72222,72225,,-87.6454611588,41.7503780766,1171951.895389059,1852379.0787660896,170317108001,170317108001007,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710800,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,,,,,False,2024,6.0,1.0,2019.0,False,False,2020,52.3419570923,omp,610102,CPS ELEMENTARY - OGLESBY,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,750,75.0,83.0,2017,2032B_A,2024.0,203220600600002025
20283210300000,2028321030,2025,318,City,1,Lake,72,72251,72225,60620.0,-87.6437899345,41.7508747236,1172406.4799185817,1852563.7027892433,170317101001,170317101001021,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,4.0,1.0,2019.0,False,False,2020,52.2921257019,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832103000002025
20283210340000,2028321034,2025,517,City,1,Lake,72,72251,72225,60620.0,-87.6432251067,41.7508836197,1172560.5799868512,1852568.1801449647,170317101001,170317101001021,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.2702102661,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832103400002025
20283220280000,2028322028,2025,597,City,1,Lake,72,72251,72225,60620.0,-87.6421724972,41.7509001521,1172847.7598749995,1852576.509999998,170317101001,170317101001022,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.2099914551,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832202800002025
20283220290000,2028322029,2025,597,City,1,Lake,72,72251,72225,60620.0,-87.6421266812,41.7509008783,1172860.2596799524,1852576.875027288,170317101001,170317101001022,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.2099914551,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832202900002025
20283220300000,2028322030,2025,597,City,1,Lake,72,72251,72225,60620.0,-87.6420460772,41.750902146,1172882.2505852373,1852577.513673084,170317101001,170317101001022,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.2099914551,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832203000002025
20283220340000,2028322034,2025,597,City,1,Lake,72,72251,72225,60620.0,-87.6418029576,41.7509059693,1172948.5800517828,1852579.439983192,170317101001,170317101001022,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.1917762756,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_A,2024.0,202832203400002025
20283220350000,2028322035,2025,597,City,1,Lake,72,72251,72225,60620.0,-87.6419419452,41.7509037577,1172910.6606384174,1852578.3292859856,170317101001,170317101001022,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.1917762756,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832203500002025
20283220400000,2028322040,2025,190,City,1,Lake,72,72251,72225,60620.0,-87.6426161576,41.7508547493,1172726.8299583977,1852558.9934119328,170317101001,170317101001022,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.2291374207,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832204000002025
20283230280000,2028323028,2025,597,City,1,Lake,72,72251,72225,60620.0,-87.641377633,41.7509126747,1173064.6198093614,1852582.8164743865,170317101001,170317101001023,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.1744995117,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832302800002025
20283230290000,2028323029,2025,517,City,1,Lake,72,72251,72225,60620.0,-87.6411556649,41.7509161476,1173125.1786181347,1852584.569140132,170317101001,170317101001023,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.158164978,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832302900002025
20283230300000,2028323030,2025,593,City,1,Lake,72,72251,72225,60620.0,-87.6409541368,41.7509193174,1173180.1607923522,1852586.1666654288,170317101001,170317101001023,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.158164978,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832303000002025
20283230310000,2028323031,2025,522,City,1,Lake,72,72251,72225,60620.0,-87.6406863925,41.7509235095,1173253.208525078,1852588.2822697393,170317101001,170317101001023,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,60620,2024,1701,1,1703114000,1714000,1703166,,,1709930,17031,31,17016,16,17031710100,2023,3,2023,3,2023,1,2022,17,2023,,71,AUBURN GRESHAM,2018,,,,6,2018,,,,,,,17031710100.0,2019.0,,,False,2024,1.0,0.0,2019.0,False,False,2020,52.1427764893,omp,610300,CPS ELEMENTARY - WESTCOTT,609712,CPS SECONDARY - HIRSCH HS,,,2023 - 2024,2024,30210000,CITY OF CHICAGO,,,,,44060000,BOARD OF EDUCATION,43030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,,,30210001,CITY OF CHICAGO LIBRARY FUND,50200000,CHICAGO PARK DISTRICT,,,,,30210517.0,TIF - CHICAGO - 79TH ST CORRIDOR,2023,731,73.0,81.0,2017,2028E_B,2024.0,202832303100002025
